user_id,session_id,timestamp,date,hour,day_of_week,is_weekend,is_holiday,game_type,sport_type,country,device_type,payment_method,user_age,account_age_days,vip_tier,campaign_type,bet_amount,win_amount,net_result,session_length_minutes,games_played,bonus_used,deposit_amount,withdrawal_amount,previous_session_gap_hours,lifetime_deposits,lifetime_bets,avg_bet_size,is_first_session,redeposit,first_session_won
user_001098,sess_00001268,2023-10-17 10:12:48.971731+00:00,2023-10-17,10,1,0,0,sports_betting,soccer,,mobile,credit_card,21.0,11,bronze,cashback,53.59,0.0,-53.59,122,40,0,,,,0.0,40,53.59,True,0,False
user_001099,sess_00004020,2024-08-28 13:43:05.263468+00:00,2024-08-28,13,2,0,0,poker,,FR,desktop,debit_card,55.0,2,bronze,none,75.77,0.0,-75.77,20,6,1,,,,0.0,6,75.77,True,0,False
user_001100,sess_00000227,2023-10-22 23:50:01.457380+00:00,2023-10-22,23,6,1,0,sports_betting,baseball,US,desktop,,49.0,0,bronze,reload_bonus,59.0,156.28,97.28,125,41,0,,,,0.0,41,59.0,True,0,True
user_001102,sess_00000552,2024-05-03 22:37:08.893496+00:00,2024-05-03,22,4,0,1,casino_slots,,AU,mobile,bank_transfer,18.0,6,bronze,none,57.76,161.38,103.62,16,5,0,,,,0.0,5,57.76,True,1,True
user_001103,sess_00000539,2024-07-21 16:43:08.002994+00:00,2024-07-21,16,6,1,0,roulette,,ES,tablet,bank_transfer,70.0,9,bronze,free_spins,32.27,65.9,33.63,102,34,0,,,,0.0,34,32.27,True,0,True
user_001104,sess_00001217,2024-03-15 01:59:23.223142+00:00,2024-03-15,1,4,0,0,poker,,MX,desktop,credit_card,43.0,6,bronze,none,89.14,223.31,134.17,25,8,0,,,,0.0,8,89.14,True,1,True
user_001106,sess_00000750,2023-12-08 19:09:02.560060+00:00,2023-12-08,19,4,0,0,blackjack,,US,desktop,credit_card,32.0,24,bronze,cashback,30.02,82.18,52.16,18,6,0,,,,0.0,6,30.02,True,1,True
user_001107,sess_00000209,2024-11-19 12:14:12.034445+00:00,2024-11-19,12,1,0,0,,tennis,CA,desktop,crypto,52.0,7,bronze,none,26.3,0.0,-26.3,48,16,0,,,,0.0,16,26.3,True,0,False
user_001108,sess_00001172,2024-01-25 05:36:56.301325+00:00,2024-01-25,5,3,0,0,casino_slots,,UK,desktop,debit_card,32.0,9,bronze,welcome_bonus,47.11,103.28,56.17,77,25,0,,,,0.0,25,47.11,True,1,True
user_001109,sess_00001589,2024-09-29 02:50:55.413543+00:00,2024-09-29,2,6,1,0,live_dealer,,CA,desktop,debit_card,37.0,16,bronze,cashback,19.2,36.58,17.38,57,19,0,,,,0.0,19,19.2,True,0,True
user_001110,sess_00000422,2024-02-11 18:27:30.121922+00:00,2024-02-11,18,6,1,0,poker,,,tablet,debit_card,67.0,29,bronze,reload_bonus,19.6,0.0,-19.6,24,8,0,,,,0.0,8,19.6,True,1,False
user_001111,sess_00000661,2024-07-19 02:45:15.132283+00:00,2024-07-19,2,4,0,0,roulette,,ES,desktop,bank_transfer,42.0,24,bronze,none,13.49,21.9,8.41,44,14,0,96.93,,,96.93,14,13.49,True,0,True
user_001114,sess_00004672,2023-09-19 02:41:43.766495+00:00,2023-09-19,2,1,0,0,live_dealer,,CA,tablet,credit_card,50.0,9,bronze,reload_bonus,97.21,109.02,11.81,41,13,0,108.78,,,108.78,13,97.21,True,1,True
user_001115,sess_00000312,2023-08-12 09:35:02.992856+00:00,2023-08-12,9,5,1,0,live_dealer,,DE,tablet,debit_card,46.0,16,bronze,free_spins,14.0,0.0,-14.0,32,10,1,,,,0.0,10,14.0,True,1,False
user_001116,sess_00001472,2024-05-08 16:43:05.760003+00:00,2024-05-08,16,2,0,0,live_dealer,,ES,mobile,credit_card,49.0,15,bronze,free_spins,52.38,0.0,-52.38,91,30,0,,,,0.0,30,52.38,True,0,False
user_001118,sess_00000065,2023-11-28 00:56:02.497309+00:00,2023-11-28,0,1,0,0,casino_slots,,ES,tablet,debit_card,44.0,12,bronze,cashback,14.78,0.0,-14.78,18,6,0,,,,0.0,6,14.78,True,1,False
user_001119,sess_00000251,2024-03-06 20:50:25.572584+00:00,2024-03-06,20,2,0,0,sports_betting,basketball,BR,desktop,crypto,47.0,0,bronze,reload_bonus,79.09,203.99,124.9,70,23,0,,,,0.0,23,79.09,True,1,True
user_001120,sess_00004848,2023-08-08 10:49:40.229392+00:00,2023-08-08,10,1,0,0,roulette,,AU,mobile,credit_card,57.0,3,bronze,welcome_bonus,51.02,0.0,-51.02,51,17,0,,,,0.0,17,51.02,True,0,False
user_001122,sess_00003935,2024-11-29 13:12:25.492114+00:00,2024-11-29,13,4,0,0,blackjack,,ES,desktop,credit_card,59.0,11,bronze,welcome_bonus,146.87,0.0,-146.87,55,18,0,77.52,,,77.52,18,146.87,True,0,False
user_001123,sess_00002638,2023-08-27 11:20:33.917619+00:00,2023-08-27,11,6,1,0,blackjack,,US,desktop,,52.0,15,bronze,welcome_bonus,14.87,0.0,-14.87,27,9,0,185.25,,,185.25,9,14.87,True,1,False
user_001125,sess_00000445,2024-04-06 00:51:58.322312+00:00,2024-04-06,0,5,1,0,roulette,,CA,desktop,e_wallet,64.0,7,bronze,free_spins,54.72,0.0,-54.72,63,21,0,,,,0.0,21,54.72,True,0,False
user_001126,sess_00000528,2024-10-19 04:50:01.750877+00:00,2024-10-19,4,5,1,1,roulette,,US,tablet,crypto,31.0,15,bronze,reload_bonus,152.17,0.0,-152.17,183,61,0,,,,0.0,61,152.17,True,1,False
user_001127,sess_00000358,2024-05-22 12:07:57.615121+00:00,2024-05-22,12,2,0,0,blackjack,,ES,mobile,e_wallet,48.0,5,bronze,welcome_bonus,22.65,0.0,-22.65,20,6,0,,,,0.0,6,22.65,True,1,False
user_001128,sess_00000229,2024-06-11 14:12:48.384619+00:00,2024-06-11,14,1,0,0,sports_betting,football,AU,desktop,credit_card,35.0,25,bronze,welcome_bonus,14.54,41.38,26.84,104,34,0,39.09,,,39.09,34,14.54,True,0,True
user_001129,sess_00003664,2023-11-17 03:34:28.375106+00:00,2023-11-17,3,4,0,0,poker,,ES,mobile,crypto,,18,bronze,free_spins,31.15,0.0,-31.15,136,45,0,,,,0.0,45,31.15,True,1,False
user_001130,sess_00000056,2024-03-26 06:43:40.588219+00:00,2024-03-26,6,1,0,0,roulette,,IT,mobile,bank_transfer,48.0,3,bronze,cashback,51.28,70.14,18.86,25,8,0,,,,0.0,8,51.28,True,1,True
user_001131,sess_00001293,2024-11-09 14:31:22.772626+00:00,2024-11-09,14,5,1,0,poker,,AU,desktop,e_wallet,48.0,19,bronze,none,33.4,0.0,-33.4,58,19,1,,,,0.0,19,33.4,True,1,False
user_001133,sess_00004021,2024-11-19 01:01:39.708155+00:00,2024-11-19,1,1,0,0,poker,,AU,mobile,bank_transfer,64.0,28,bronze,cashback,13.33,30.81,17.48,153,51,1,,,,0.0,51,,True,1,True
user_001134,sess_00000107,2024-07-30 21:25:50.743365+00:00,2024-07-30,21,1,0,0,roulette,,US,tablet,credit_card,50.0,7,bronze,free_spins,21.14,0.0,-21.14,113,37,0,,,,0.0,37,21.14,True,0,False
user_001135,sess_00000037,2024-08-29 23:22:07.931741+00:00,2024-08-29,23,3,0,0,poker,,UK,mobile,debit_card,42.0,11,bronze,cashback,17.29,41.09,23.8,97,32,0,,,,0.0,32,17.29,True,1,True
user_001139,sess_00000132,2024-12-15 06:11:58.427206+00:00,2024-12-15,6,6,1,0,casino_slots,,ES,desktop,debit_card,52.0,23,bronze,reload_bonus,22.3,47.42,25.12,66,22,0,,,,0.0,22,,True,0,True
user_001142,sess_00001083,2024-11-10 07:39:29.818819+00:00,2024-11-10,7,6,1,0,live_dealer,,IT,mobile,credit_card,61.0,6,bronze,reload_bonus,18.15,0.0,-18.15,38,12,0,,,,0.0,12,18.15,True,0,False
user_001143,sess_00001125,2024-07-04 18:14:07.690079+00:00,2024-07-04,18,3,0,0,roulette,,DE,mobile,bank_transfer,43.0,26,bronze,none,43.87,0.0,-43.87,66,22,0,,,,0.0,22,43.87,True,0,False
user_001145,sess_00000693,2023-08-11 12:16:14.277534+00:00,2023-08-11,12,4,0,0,casino_slots,,AU,desktop,e_wallet,42.0,3,bronze,free_spins,22.47,0.0,-22.47,73,24,0,,,,0.0,24,22.47,True,1,False
user_001146,sess_00001597,2024-07-09 18:30:45.381193+00:00,2024-07-09,18,1,0,0,roulette,,AU,mobile,bank_transfer,45.0,18,bronze,cashback,23.86,0.0,-23.86,70,23,0,120.05,,,120.05,23,23.86,True,1,False
user_001148,sess_00000275,2024-09-09 10:41:13.602660+00:00,2024-09-09,10,0,0,0,poker,,UK,desktop,bank_transfer,27.0,6,bronze,reload_bonus,86.27,151.5,65.23,153,51,0,,,,0.0,51,86.27,True,1,True
user_001149,sess_00000567,2024-04-05 14:07:28.469870+00:00,2024-04-05,14,4,0,0,,,CA,mobile,crypto,,6,bronze,welcome_bonus,16.64,0.0,-16.64,61,20,0,,,,0.0,20,16.64,True,1,False
user_001150,sess_00000472,2024-06-04 21:20:09.048516+00:00,2024-06-04,21,1,0,0,,,FR,desktop,credit_card,34.0,26,bronze,welcome_bonus,25.63,0.0,-25.63,64,21,0,46.43,,,46.43,21,25.63,True,0,False
user_001151,sess_00000477,2023-11-04 20:32:51.328072+00:00,2023-11-04,20,5,1,0,poker,,DE,tablet,credit_card,33.0,23,bronze,free_spins,21.85,0.0,-21.85,20,6,0,,,,0.0,6,21.85,True,1,False
user_001152,sess_00000999,2024-12-27 21:40:37.539401+00:00,2024-12-27,21,4,0,0,live_dealer,,BR,mobile,credit_card,19.0,11,bronze,welcome_bonus,77.18,88.14,10.96,32,10,0,97.89,,,97.89,10,77.18,True,1,True
user_001154,sess_00003540,2024-08-24 23:18:22.590387+00:00,2024-08-24,23,5,1,0,casino_slots,,ES,desktop,crypto,29.0,30,bronze,welcome_bonus,38.42,0.0,-38.42,119,39,0,214.47,,,214.47,39,38.42,True,0,False
user_001155,sess_00000442,2023-11-29 05:09:48.871291+00:00,2023-11-29,5,2,0,1,live_dealer,,MX,desktop,e_wallet,64.0,28,bronze,cashback,58.97,77.16,18.19,77,25,0,,,,0.0,25,58.97,True,0,True
user_001156,sess_00001514,2024-09-08 16:32:56.897753+00:00,2024-09-08,16,6,1,0,casino_slots,,IT,mobile,debit_card,57.0,5,,none,13.36,0.0,-13.36,34,11,0,,,,0.0,11,13.36,True,0,False
user_001157,sess_00000430,2023-11-06 16:43:31.338282+00:00,2023-11-06,16,0,0,0,live_dealer,,IT,tablet,debit_card,36.0,28,bronze,reload_bonus,19.47,34.16,14.69,93,31,0,,,,0.0,31,19.47,True,0,True
user_001158,sess_00005578,2024-07-24 00:29:57.372830+00:00,2024-07-24,0,2,0,0,poker,,MX,tablet,crypto,72.0,21,bronze,reload_bonus,24.7,52.78,28.08,17,5,0,,,,0.0,5,,True,0,True
user_001159,sess_00000079,2024-10-14 04:27:56.278981+00:00,2024-10-14,4,0,0,0,live_dealer,,US,tablet,bank_transfer,56.0,26,bronze,cashback,54.3,64.52,10.22,38,12,0,,,,0.0,12,54.3,True,0,True
user_001160,sess_00001600,2024-08-07 15:03:11.571946+00:00,2024-08-07,15,2,0,0,sports_betting,basketball,FR,mobile,e_wallet,41.0,9,bronze,none,21.54,0.0,-21.54,95,31,0,146.29,,,146.29,31,21.54,True,0,False
user_001162,sess_00000141,2023-08-09 00:25:15.185292+00:00,2023-08-09,0,2,0,1,blackjack,,DE,mobile,credit_card,72.0,3,bronze,reload_bonus,17.17,0.0,-17.17,14,4,1,,,,0.0,4,17.17,True,0,False
user_001163,sess_00003264,2023-11-30 06:31:54.183501+00:00,2023-11-30,6,3,0,0,casino_slots,,US,mobile,crypto,28.0,29,bronze,reload_bonus,25.15,0.0,-25.15,29,9,0,185.57,,,185.57,9,25.15,True,1,False
user_001164,sess_00001070,2023-12-26 02:44:12.372666+00:00,2023-12-26,2,1,0,0,casino_slots,,BR,desktop,debit_card,25.0,19,bronze,welcome_bonus,14.04,38.42,24.38,8,2,0,,,,0.0,2,14.04,True,1,True
user_001167,sess_00000165,2023-09-04 12:03:49.272069+00:00,2023-09-04,12,0,0,0,live_dealer,,ES,desktop,credit_card,61.0,0,bronze,none,10.42,0.0,-10.42,41,13,0,,201.7,,0.0,13,10.42,True,1,False
user_001168,sess_00001648,2024-09-06 23:58:50.228039+00:00,2024-09-06,23,4,0,0,roulette,,MX,desktop,debit_card,51.0,5,bronze,free_spins,30.99,86.39,55.4,8,2,1,177.29,,,177.29,2,30.99,True,0,True
user_001171,sess_00001219,2024-01-13 06:25:08.226592+00:00,2024-01-13,6,5,1,0,poker,,DE,tablet,credit_card,54.0,8,bronze,welcome_bonus,17.82,0.0,-17.82,11,3,0,,,,0.0,3,17.82,True,0,False
user_001173,sess_00004506,2023-10-25 15:33:36.486114+00:00,2023-10-25,15,2,0,0,roulette,,IT,mobile,debit_card,46.0,11,bronze,none,24.33,0.0,-24.33,5,1,0,,,,0.0,1,24.33,True,0,False
user_001174,sess_00001616,2024-11-09 08:59:02.091686+00:00,2024-11-09,8,5,1,0,sports_betting,hockey,ES,desktop,credit_card,44.0,9,bronze,welcome_bonus,13.39,27.35,13.96,25,8,1,,,,0.0,8,13.39,True,1,True
user_001175,sess_00000125,2024-04-28 05:14:29.836056+00:00,2024-04-28,5,6,1,1,live_dealer,,UK,mobile,e_wallet,35.0,18,bronze,reload_bonus,35.11,60.45,25.34,32,10,0,53.54,,,53.54,10,35.11,True,1,True
user_001176,sess_00001936,2024-12-25 00:47:31.289052+00:00,2024-12-25,0,2,0,0,blackjack,,FR,mobile,credit_card,41.0,1,bronze,free_spins,15.05,23.88,8.83,52,17,0,44.53,,,44.53,17,15.05,True,0,True
user_001177,sess_00003430,2024-07-05 01:00:42.212766+00:00,2024-07-05,1,4,0,0,live_dealer,,ES,desktop,debit_card,,0,bronze,reload_bonus,18.98,0.0,-18.98,32,10,0,,,,0.0,10,18.98,True,0,False
user_001178,sess_00001354,2023-10-19 00:37:40.046243+00:00,2023-10-19,0,3,0,0,live_dealer,,MX,mobile,e_wallet,43.0,2,bronze,reload_bonus,25.01,0.0,-25.01,110,36,0,,,,0.0,36,25.01,True,0,False
user_001180,sess_00005307,2024-12-15 16:00:24.079017+00:00,2024-12-15,16,6,1,0,live_dealer,,CA,desktop,e_wallet,31.0,0,bronze,free_spins,20.12,0.0,-20.12,29,9,0,,,,0.0,9,20.12,True,0,False
user_001181,sess_00001658,2024-10-27 01:18:51.471781+00:00,2024-10-27,1,6,1,0,casino_slots,,CA,mobile,crypto,47.0,4,bronze,free_spins,28.91,0.0,-28.91,24,8,1,,,,0.0,8,28.91,True,0,False
user_001182,sess_00000280,2024-05-29 02:38:23.701265+00:00,2024-05-29,2,2,0,0,poker,,IT,mobile,debit_card,61.0,25,bronze,free_spins,20.13,0.0,-20.13,58,19,0,,,,0.0,19,,True,0,False
user_001183,sess_00000212,2024-07-09 11:02:09.409122+00:00,2024-07-09,11,1,0,0,sports_betting,soccer,DE,desktop,debit_card,56.0,22,bronze,cashback,65.61,195.46,129.85,55,18,0,,,,0.0,18,65.61,True,1,True
user_001184,sess_00000182,2024-04-30 14:38:02.798043+00:00,2024-04-30,14,1,0,0,roulette,,ES,desktop,crypto,26.0,6,bronze,cashback,41.94,0.0,-41.94,27,9,0,222.7,,,222.7,9,41.94,True,1,False
user_001185,sess_00001560,2024-08-17 08:25:35.345629+00:00,2024-08-17,8,5,1,0,,,MX,tablet,debit_card,33.0,20,bronze,free_spins,58.6,0.0,-58.6,128,42,0,,,,0.0,42,58.6,True,0,False
user_001186,sess_00002952,2024-06-17 11:52:34.396859+00:00,2024-06-17,11,0,0,0,roulette,,MX,desktop,crypto,,17,bronze,cashback,12.52,0.0,-12.52,97,32,0,143.62,502.64,,143.62,32,12.52,True,0,False
user_001187,sess_00004776,2024-05-26 21:51:02.942496+00:00,2024-05-26,21,6,1,0,poker,,FR,tablet,e_wallet,33.0,16,bronze,cashback,19.55,0.0,-19.55,89,29,1,,,,0.0,29,19.55,True,0,False
user_001188,sess_00001538,2024-09-21 16:38:12.491326+00:00,2024-09-21,16,5,1,0,casino_slots,,US,tablet,e_wallet,42.0,20,bronze,none,11.88,0.0,-11.88,64,21,1,80.84,,,80.84,21,11.88,True,1,False
user_001189,sess_00000995,2024-07-20 20:27:01.358007+00:00,2024-07-20,20,5,1,0,sports_betting,basketball,UK,desktop,crypto,51.0,26,bronze,cashback,43.97,0.0,-43.97,91,30,0,,,,0.0,30,43.97,True,0,False
user_001190,sess_00000668,2024-01-02 22:06:23.657793+00:00,2024-01-02,22,1,0,0,sports_betting,tennis,UK,desktop,e_wallet,33.0,19,bronze,welcome_bonus,40.48,0.0,-40.48,55,18,0,,,,0.0,18,,True,0,False
user_001191,sess_00002296,2024-03-23 17:43:11.171692+00:00,2024-03-23,17,5,1,0,roulette,,IT,desktop,bank_transfer,46.0,23,bronze,reload_bonus,100.18,0.0,-100.18,84,28,1,,,,0.0,28,100.18,True,1,False
user_001192,sess_00002965,2023-12-11 19:19:40.132427+00:00,2023-12-11,19,0,0,0,poker,,AU,mobile,crypto,28.0,0,bronze,none,20.21,0.0,-20.21,48,16,0,,,,0.0,16,20.21,True,1,False
user_001193,sess_00001123,2024-07-04 07:14:10.994312+00:00,2024-07-04,7,3,0,1,casino_slots,,CA,mobile,debit_card,,27,bronze,free_spins,33.71,78.02,44.31,160,53,0,,,,0.0,53,33.71,True,0,True
user_001194,sess_00001718,2024-09-27 16:16:52.421460+00:00,2024-09-27,16,4,0,0,poker,,ES,desktop,crypto,48.0,8,bronze,free_spins,19.65,53.05,33.4,45,15,0,,,,0.0,15,19.65,True,1,True
user_001195,sess_00000679,2024-10-21 03:37:19.093298+00:00,2024-10-21,3,0,0,0,roulette,,ES,tablet,credit_card,25.0,29,bronze,welcome_bonus,11.58,0.0,-11.58,146,48,1,,700.13,,0.0,48,11.58,True,1,False
user_001196,sess_00000326,2024-12-07 07:39:49.066994+00:00,2024-12-07,7,5,1,0,roulette,,US,tablet,e_wallet,50.0,0,bronze,none,33.96,0.0,-33.96,150,50,0,,,,0.0,50,33.96,True,0,False
user_001199,sess_00002353,2023-08-14 06:23:47.496041+00:00,2023-08-14,6,0,0,0,live_dealer,,DE,tablet,debit_card,47.0,5,bronze,free_spins,11.02,0.0,-11.02,110,36,0,,,,0.0,36,11.02,True,0,False
user_001200,sess_00000596,2023-10-25 18:57:11.644162+00:00,2023-10-25,18,2,0,0,casino_slots,,ES,mobile,e_wallet,61.0,15,bronze,free_spins,49.36,0.0,-49.36,19,6,0,,,,0.0,6,49.36,True,0,False
user_001201,sess_00000044,2024-04-01 12:20:52.149009+00:00,2024-04-01,12,0,0,0,live_dealer,,FR,tablet,credit_card,46.0,15,bronze,cashback,13.98,0.0,-13.98,17,5,0,,,,0.0,5,13.98,True,1,False
user_001202,sess_00000456,2023-08-15 01:58:58.025034+00:00,2023-08-15,1,1,0,0,sports_betting,hockey,AU,tablet,credit_card,39.0,2,bronze,welcome_bonus,20.52,54.89,34.37,79,26,1,70.36,,,70.36,26,20.52,True,1,True
user_001203,sess_00001124,2024-03-21 09:58:04.175982+00:00,2024-03-21,9,3,0,0,casino_slots,,AU,mobile,credit_card,46.0,9,bronze,none,42.88,79.34,36.46,193,64,0,,,,0.0,64,42.88,True,0,True
user_001204,sess_00001931,2023-09-28 14:20:51.369555+00:00,2023-09-28,14,3,0,0,roulette,,IT,mobile,debit_card,51.0,6,bronze,reload_bonus,68.77,0.0,-68.77,22,7,0,,,,0.0,7,68.77,True,1,False
user_001205,sess_00000233,2024-03-05 23:42:29.733242+00:00,2024-03-05,23,1,0,0,,,MX,desktop,bank_transfer,45.0,20,bronze,free_spins,75.98,116.3,40.32,162,54,0,,,,0.0,54,75.98,True,1,True
user_001207,sess_00003283,2023-10-07 08:36:11.348182+00:00,2023-10-07,8,5,1,0,poker,,IT,desktop,crypto,36.0,21,bronze,cashback,22.82,34.44,11.62,49,16,0,,,,0.0,16,,True,1,True
user_001208,sess_00001116,2024-03-26 23:03:38.501093+00:00,2024-03-26,23,1,0,0,poker,,ES,desktop,e_wallet,37.0,30,bronze,cashback,14.15,0.0,-14.15,83,27,1,,,,0.0,27,14.15,True,1,False
user_001210,sess_00001055,2023-10-18 03:25:33.040888+00:00,2023-10-18,3,2,0,1,casino_slots,,US,mobile,credit_card,65.0,16,bronze,reload_bonus,99.03,293.13,194.1,73,24,1,,,,0.0,24,99.03,True,1,True
user_001211,sess_00000113,2024-10-24 10:49:14.242009+00:00,2024-10-24,10,3,0,0,casino_slots,,UK,desktop,bank_transfer,30.0,9,bronze,welcome_bonus,33.59,0.0,-33.59,24,8,1,,,,0.0,8,33.59,True,1,False
user_001212,sess_00001334,2024-03-20 18:19:49.422261+00:00,2024-03-20,18,2,0,0,roulette,,DE,mobile,e_wallet,36.0,17,bronze,reload_bonus,45.69,0.0,-45.69,11,3,0,,,,0.0,3,45.69,True,1,False
user_001214,sess_00000705,2023-09-20 13:09:28.971134+00:00,2023-09-20,13,2,0,1,poker,,FR,mobile,debit_card,55.0,24,bronze,reload_bonus,39.24,61.81,22.57,5,1,0,,,,0.0,1,39.24,True,1,True
user_001216,sess_00000330,2024-03-30 04:29:02.255639+00:00,2024-03-30,4,5,1,0,blackjack,,US,desktop,credit_card,59.0,19,,reload_bonus,64.35,136.19,71.84,31,10,0,38.43,,,38.43,10,,True,0,True
user_001217,sess_00001776,2024-03-08 10:42:40.695282+00:00,2024-03-08,10,4,0,0,sports_betting,baseball,BR,desktop,e_wallet,36.0,12,bronze,reload_bonus,81.88,0.0,-81.88,38,12,1,,,,0.0,12,81.88,True,0,False
user_001218,sess_00003820,2024-01-25 00:16:00.335393+00:00,2024-01-25,0,3,0,0,sports_betting,baseball,FR,desktop,credit_card,48.0,12,bronze,reload_bonus,10.55,18.08,7.53,150,50,0,,,,0.0,50,10.55,True,1,True
user_001219,sess_00000063,2023-09-21 06:41:48.066030+00:00,2023-09-21,6,3,0,0,sports_betting,soccer,BR,tablet,credit_card,34.0,7,bronze,none,84.84,0.0,-84.84,40,13,0,132.72,,,132.72,13,84.84,True,1,False
user_001221,sess_00000678,2024-08-03 00:22:25.725053+00:00,2024-08-03,0,5,1,0,live_dealer,,ES,tablet,bank_transfer,30.0,13,bronze,cashback,72.53,0.0,-72.53,82,27,0,,,,0.0,27,72.53,True,0,False
user_001222,sess_00000001,2024-04-28 09:00:49.847328+00:00,2024-04-28,9,6,1,1,roulette,,BR,desktop,,48.0,8,bronze,cashback,36.73,0.0,-36.73,42,14,0,,,,0.0,14,36.73,True,0,False
user_001223,sess_00003948,2024-09-11 10:39:14.508230+00:00,2024-09-11,10,2,0,0,casino_slots,,DE,tablet,crypto,52.0,0,bronze,cashback,74.1,0.0,-74.1,42,14,0,,,,0.0,14,,True,0,False
user_001224,sess_00000320,2024-10-12 05:33:01.314663+00:00,2024-10-12,5,5,1,0,live_dealer,,FR,desktop,credit_card,49.0,10,bronze,welcome_bonus,89.89,0.0,-89.89,28,9,0,256.13,,,256.13,9,89.89,True,1,False
user_001225,sess_00001804,2024-01-28 17:24:32.265382+00:00,2024-01-28,17,6,1,0,sports_betting,tennis,MX,tablet,e_wallet,,29,bronze,cashback,45.51,75.88,30.37,23,7,0,,,,0.0,7,45.51,True,0,True
user_001227,sess_00005517,2023-10-11 01:15:27.033326+00:00,2023-10-11,1,2,0,0,blackjack,,BR,mobile,e_wallet,45.0,29,bronze,none,11.47,24.32,12.85,6,2,0,,,,0.0,2,11.47,True,0,True
user_001231,sess_00002967,2023-11-16 21:49:00.474429+00:00,2023-11-16,21,3,0,0,blackjack,,MX,tablet,bank_transfer,38.0,28,bronze,reload_bonus,54.09,0.0,-54.09,30,10,1,,,,0.0,10,54.09,True,0,False
user_001232,sess_00002483,2024-03-11 06:21:53.494370+00:00,2024-03-11,6,0,0,0,roulette,,FR,mobile,bank_transfer,28.0,15,bronze,cashback,23.5,0.0,-23.5,76,25,0,,,,0.0,25,23.5,True,1,False
user_001233,sess_00003726,2024-01-05 22:05:16.354248+00:00,2024-01-05,22,4,0,0,sports_betting,basketball,US,tablet,debit_card,43.0,7,bronze,reload_bonus,50.03,0.0,-50.03,5,1,0,,,,0.0,1,50.03,True,1,False
user_001234,sess_00000310,2024-03-07 02:48:26.481120+00:00,2024-03-07,2,3,0,0,live_dealer,,MX,mobile,credit_card,75.0,20,bronze,welcome_bonus,115.12,255.21,140.09,89,29,0,,,,0.0,29,115.12,True,1,True
user_001235,sess_00000608,2023-09-20 02:23:57.084992+00:00,2023-09-20,2,2,0,0,sports_betting,golf,ES,mobile,bank_transfer,35.0,13,bronze,reload_bonus,48.77,91.71,42.94,41,13,0,186.95,,,186.95,13,48.77,True,1,True
user_001236,sess_00000105,2024-09-04 04:11:00.067178+00:00,2024-09-04,4,2,0,0,blackjack,,UK,tablet,e_wallet,64.0,18,bronze,reload_bonus,20.88,0.0,-20.88,19,6,1,,,,0.0,6,20.88,True,0,False
user_001238,sess_00002369,2024-10-14 22:29:16.075766+00:00,2024-10-14,22,0,0,0,blackjack,,CA,tablet,bank_transfer,38.0,26,bronze,reload_bonus,96.93,0.0,-96.93,35,11,1,,171.27,,0.0,11,96.93,True,1,False
user_001240,sess_00000264,2024-06-22 08:59:04.854014+00:00,2024-06-22,8,5,1,0,casino_slots,,IT,desktop,crypto,64.0,3,bronze,none,12.81,34.02,21.21,92,30,0,,,,0.0,30,12.81,True,1,True
user_001241,sess_00000752,2023-11-20 18:16:05.938553+00:00,2023-11-20,18,0,0,0,roulette,,DE,desktop,crypto,,16,bronze,cashback,27.77,0.0,-27.77,6,2,1,,,,0.0,2,27.77,True,0,False
user_001243,sess_00000249,2024-07-15 23:14:56.717293+00:00,2024-07-15,23,0,0,0,casino_slots,,IT,desktop,credit_card,38.0,3,bronze,reload_bonus,78.46,0.0,-78.46,38,12,0,108.07,,,108.07,12,78.46,True,0,False
user_001244,sess_00000579,2024-10-17 09:32:38.252571+00:00,2024-10-17,9,3,0,0,poker,,US,mobile,e_wallet,32.0,10,bronze,welcome_bonus,25.86,58.39,32.53,87,29,0,,,,0.0,29,25.86,True,0,True
user_001245,sess_00001777,2024-05-20 03:27:06.082760+00:00,2024-05-20,3,0,0,0,casino_slots,,MX,desktop,bank_transfer,37.0,25,bronze,cashback,33.09,36.48,3.39,47,15,0,97.76,,,97.76,15,33.09,True,0,True
user_001246,sess_00001129,2024-08-07 07:25:31.124726+00:00,2024-08-07,7,2,0,1,poker,,CA,desktop,credit_card,,15,bronze,reload_bonus,23.67,0.0,-23.67,88,29,1,,,,0.0,29,23.67,True,0,False
user_001247,sess_00000041,2024-08-22 23:29:33.578029+00:00,2024-08-22,23,3,0,0,roulette,,CA,tablet,e_wallet,45.0,25,bronze,none,76.28,0.0,-76.28,23,7,0,,,,0.0,7,76.28,True,0,False
user_001249,sess_00000177,2023-10-06 13:48:09.984889+00:00,2023-10-06,13,4,0,0,live_dealer,,BR,desktop,crypto,47.0,17,bronze,none,26.74,0.0,-26.74,81,27,0,,915.33,,0.0,27,26.74,True,1,False
user_001251,sess_00000014,2024-12-07 19:22:05.958404+00:00,2024-12-07,19,5,1,1,poker,,AU,desktop,debit_card,48.0,14,bronze,welcome_bonus,31.42,37.61,6.19,57,19,0,,,,0.0,19,31.42,True,0,True
user_001252,sess_00000529,2023-11-23 06:11:49.698637+00:00,2023-11-23,6,3,0,1,live_dealer,,US,desktop,bank_transfer,55.0,17,bronze,welcome_bonus,126.81,0.0,-126.81,76,25,0,,861.65,,0.0,25,126.81,True,1,False
